sample_id,wpm,word_count,duration_sec,whisper_transcript,filler_count,filler_ratio,mean_pitch,pitch_std,pitch_range,pitch_variability,jitter,shimmer,mean_energy,energy_std,energy_range,speech_ratio,pause_count,avg_pause_duration,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc_1,mfcc_delta_1,mfcc_2,mfcc_delta_2,mfcc_3,mfcc_delta_3,mfcc_4,mfcc_delta_4,mfcc_5,mfcc_delta_5,mfcc_6,mfcc_delta_6,mfcc_7,mfcc_delta_7,mfcc_8,mfcc_delta_8,mfcc_9,mfcc_delta_9,mfcc_10,mfcc_delta_10,mfcc_11,mfcc_delta_11,mfcc_12,mfcc_delta_12,mfcc_13,mfcc_delta_13,tone_label,tone_score,tone_ang,tone_hap,tone_neu,tone_sad,speech_clarity_score,delivery_confidence,pitch_expressiveness,voice_stability,wpm_x_clarity,wpm_category,energy_level
sample_000_AimeeMullins_2009P_Segment100,2.2165513727413226,0.013150686905714264,-1.8535945405816547,A few years ago I was in a food market in the town where I grew up in that red zone in northeastern Pennsylvania.,-0.5819985131059653,-0.5835211763448893,1.0292087150851474,-2.012596975353627,-0.8233092674832464,-2.139288224563062,-1.8320164451347951,0.5723434515127598,1.3685838119867537,-0.6023947176701553,0.2697428719622868,1.3167242787269284,-2.3800119294971025,-1.7263417477970033,-1.0227289520643426,-1.3123761556760165,-1.0525914462394539,-1.508084506125426,1.1131890973002578,-1.3596942504212222,-0.3339808987751556,1.5152213870608044,-1.4034453619340326,-2.3759695059047723,1.1558344517085073,-0.16731733551111788,-0.6639852559231156,0.5135856810665902,-1.3696106157687737,-0.041507839697486774,-2.309248705738643,-1.1789164205352436,-0.42137066025513453,2.3873771841058233,0.6842194222503325,2.013157694649504,-1.2213622589190019,0.581199685645432,1.7383516211494445,-0.5252416670659247,-1.5050166892703292,2.132587036884969,-1.422666365799557,-0.3873516595347133,ang,-1.741683996867251,-0.5535035150927257,0.6726983427679895,2.0109850939907346,-0.8979988473500392,0.9435593660824954,2.144956041026961,-1.792363056984801,1.7932168315147337,2.484749503316754,fast,high
sample_001_AimeeMullins_2009P_Segment101,1.08499171021731,0.9336987703056996,-0.0668546789898195,"And I was standing over a bushel of tomatoes. It was summertime. I had shorts on. I hear this guy, his voice behind me say, well, if it isn't Amy Mullins.",-0.5819985131059653,-0.5835211763448893,0.85407391672146,-1.0579063230208645,-0.052742457257940786,-1.3282680289060216,-1.7798843803298572,-0.5075098984852165,-1.2187621744207848,-2.287434490163475,-2.1365816655834116,1.186953778294437,-1.0335036929103372,-0.6194537345159058,-0.2081732276155889,-1.0804326152650112,-0.22908097014028542,-0.4950876953366325,-0.9304432566263391,-1.8169564938832243,-0.2525970202822157,0.4384893297944826,-1.7050439620588804,1.9451732000681468,0.16909011199149213,-0.19169274750048762,-2.334282470836158,1.247803727021611,0.8196130520952913,-1.046093282298277,-1.9798309160266345,1.1249100093525752,-1.0636878128257095,-1.353765633998487,0.4106153396023675,-0.9892251966498962,-0.009461792122228127,-0.9954149266624663,1.3930549879437018,-0.45567931366825687,-1.2537512475909829,-0.9439261769928845,-0.09962117187415005,0.1905879910390631,ang,-0.6641113578053277,0.03690927242275277,0.08824844828263048,0.9383126971804502,-0.7958809969051165,0.9106902100495825,-0.09142142153965103,-1.0313656950082375,1.7932168315147337,1.4970394368406124,fast,low
sample_002_AimeeMullins_2009P_Segment102,0.8768911733467356,-0.1183561821514265,-1.1357714458291668,"I turn around and this is older man I have no idea who he is. And I said, I'm sorry sir, I don't...",-0.5819985131059653,-0.5835211763448893,-1.0360196423905408,-1.0217652062555025,-3.0085057560872603,-0.5248749824244395,0.04725492907985693,-1.4182429671435512,-1.466989986052008,-1.9918324275102666,-2.0527554133470307,0.7966123523903539,0.31300454367642794,-1.1728977411564545,-1.4564445512232087,-0.8648690643983944,-1.4835240787901585,-1.2549769575297476,-1.1477986276570775,-1.7007242131679252,1.7299213213136662,0.8616740304702666,-0.45982641501754506,0.53961334416605,-0.9811069356178613,0.16753634279673166,0.9952566673204729,1.0292754448208965,0.5002113811257205,-0.3301578073635196,-0.4179754334738934,-0.2087926235822008,0.35824010280557794,-0.6637144063225682,2.18223456227211,-0.8027218124822991,1.4577604019746828,0.15114189990385052,-1.9621155121366698,1.9742219184238499,1.3521542747719633,0.3321856697683812,0.790591922612478,-0.9559928749072958,hap,-0.3906974046105113,-2.1895095571921592,1.70991293351139,2.0109850939907346,-0.15764443162434974,0.8118218756331226,-0.8479954002435522,-1.5915257203485018,0.31792699526075935,1.2268633449983835,fast,low
sample_003_AimeeMullins_2009P_Segment103,1.070855010409918,0.6706850321914181,-0.3625125081155962,"Have we met? I don't remember meeting you. He said, well, you wouldn't remember meeting me. I mean, when we met, I was delivering you from your mother's womb.",-0.5819985131059653,-0.5835211763448893,-0.20135350559652304,-1.0508417014309275,-1.4871359331458887,-0.9341986548406881,-1.5268030954454859,-2.265185864038382,0.28816017176961606,-0.4846579643356858,-0.5828732510947885,0.16320871932700065,0.31300454367642794,-0.2519323238561663,-2.3266566250580687,-1.5739384721845429,-1.968603685612119,-2.084531706850323,-0.2259686362140342,-0.4631377350617102,1.8142937308265656,0.549313811228862,-0.6088938275018894,0.8897203370520257,1.1248956436881135,0.9987794293933769,-1.3345653564570794,-0.05104812402888089,0.01593773075061593,-0.09069542131385815,0.26665034599661247,0.9480305743213774,-0.8951523980549237,-1.257325800647481,-1.1277128420421583,-1.4157153258567743,-0.2442955618444096,-1.5650018108831039,-0.5837950366564074,-0.951489577401488,-1.2538307116775353,-1.6320741757801298,-0.6166209134011699,-1.077032162311678,hap,-0.1135719497886156,-1.4750490772365747,1.8834275476462088,-0.7155874741129405,-0.7448220716826552,0.6513890902343815,-0.3216287864688189,-1.2692658526942115,1.7932168315147337,1.2139966075834936,fast,medium
sample_004_AimeeMullins_2009P_Segment104,-2.041297873658512,-2.222466087065679,-1.4541721848876956,"Oh, that guy. And of course, actually.",1.2078689137922571,1.9760127594642038,2.8617734787170637,2.382796780146592,0.8445387910536469,1.8891177316080376,2.002111981547166,-1.6196823686224968,-0.38312149763502346,-0.8024631863842839,-0.6692090881005677,0.9665499124805214,-1.0335036929103372,-0.3427317311956314,0.8692684469063005,-1.1943222854035187,0.02457640071253984,2.0385375644475086,1.3834160964592805,-0.9600734860666531,-1.2980658740118505,0.07813858874924545,-2.3567243928971395,1.2921772370439593,-0.9941465903070853,2.919661782576495,-0.5605133745862118,-0.6590154661371915,2.3981325785249603,-2.597667939954795,-0.6083777546426298,0.3423499624285427,-0.7674061395185567,0.3490722185384651,2.1626557264104034,-2.2907381592377636,-1.962706337786469,-2.6812238986313126,-1.7971571623780023,-0.053171341387396265,-0.10795858358893039,-2.2401069408481953,1.3211286265753568,1.5560212975148096,hap,1.1347297641189393,-2.193237766527791,2.0645915225604075,-0.016223973108878235,-0.08105604379065763,-1.6178697036747423,1.1233377102998965,1.8980830081289402,-2.0358434487583783,-1.1601619450933902,slow,low
sample_005_AimeeMullins_2009P_Segment105,0.0752571372099375,0.2761644250199958,0.2970318799342139,"It did click. This man was Dr. Keane, a man that I had only known about through my mother's stories of that day. Because, of course.",-0.5819985131059653,-0.5835211763448893,-0.17466807547824123,0.5952894934622046,0.1095761032656359,0.531485178376502,1.1271540185706592,-0.4146849446500005,0.7321481070651743,1.4829020093292347,1.1383040397127377,-0.27038954005457966,0.31300454367642794,0.21071227544491733,-0.4657537643418005,-0.17434599304714316,-0.3308910354619282,-0.517015750251906,0.39629804832350635,2.081804138028588,0.3861163688445777,0.3551468091688712,-0.12215644528036805,-0.7073923750035801,-0.26139204627582124,-1.5160747479010062,0.2496296963296403,0.6775709027653237,-0.387825186581447,-1.0369461951492334,0.07039321393552186,-1.5610547520075586,-0.29357957847015836,-0.12916366739392016,-0.3892441190860158,1.3860182579633198,0.8045900928136512,-0.4646051477246587,-0.24659780705811185,0.04938723096063169,0.32953094492645246,1.4251978179841194,1.0202293061098953,-1.7804408269307488,ang,0.14499599689788462,0.4802272552414932,-0.3660654856016149,-0.687234899747911,0.14870911971041847,0.5415643704736174,-0.12499643932402253,0.35995479333667507,-0.8319784319332312,0.39207151930646256,fast,medium
sample_006_AimeeMullins_2009P_Segment106,0.03762856860496845,1.3282193774771218,1.9330999632215677,"typical fashion, I arrived late for my birthday by two weeks, and so my mother's prenatal physician had gone on vacation. So the man who delivered me was a complete stranger to my parents.",2.254874239789983,1.9760127594642038,0.32978919002696777,0.33010590830730246,0.8445387910536469,0.031906907383999004,0.4994104476878937,0.6335894177309448,-0.20398939124302273,-0.64872130970594,-0.859845716497945,0.5473705975914409,1.1006613689918563,-0.9221184256474558,0.6705989714144555,-0.5796935667832657,0.09248116002504814,0.9896172735132795,0.17685464123514666,-0.46596684185108067,-0.9094433528972111,1.0019938330336766,-0.7742794696108037,-0.6644392059233561,0.888249630060167,0.27349059507402984,-0.40987493864496294,-0.30201626185980085,-0.6940841963862842,-0.13149450834522922,-1.5911634078213308,0.6123990252103262,0.08262194710728986,1.0374137956634393,-0.03011143767375337,0.38128986678747967,-1.066791507387256,-0.7629234963133154,0.3098193098858778,0.10808684148901565,-0.40221409609323683,-0.07944590519182455,0.4509754867864262,-0.6364539450533925,hap,0.24087645559742402,-1.691285218703208,2.0645915225604075,-0.13908512869067297,-0.6682336838489631,-1.6178467603635236,-0.7731138905289808,0.40513970509552816,-0.6083200014517254,-1.1601451982510225,fast,medium
sample_007_AimeeMullins_2009P_Segment107,1.5799840961202447,1.4597262465342626,0.024116960741188857,"And because I was born without the fibula bones, and had feet turned in and a few toes in this foot and a few toes in that, he had to be the bearer, the stranger.",-0.5819985131059653,-0.5835211763448893,0.5905786207283571,0.348994475505661,0.8138351887193725,-0.07741556413089982,-0.3249321888260584,0.410501139975481,0.30200581164976703,-0.14993033431546726,0.4129728319718754,0.690530117909825,0.31300454367642794,-0.8961757378361801,0.4987672750055129,-0.11302634078510145,0.27706307042826334,0.27443404575983155,0.6740986696647647,0.48636708558686786,-0.7383531044633419,0.9806986758001287,-0.28826370721348143,-1.2359436573308573,0.72193907415697,-1.7311875938748162,-0.4554477559465941,1.3978459553639735,0.655377521172311,0.7778270999449087,-1.740582052743582,-1.7409353991167935,-1.0648532172895504,-0.21503475188454182,0.7632529686075568,0.9209158536842139,-0.11674580425495902,-0.4057974847460627,0.18147949537080854,-2.0010829825987413,-0.8130434235702197,0.3570967965101177,1.300437414561998,-0.21578954395560374,hap,-1.6086885218969214,-1.1042617124019403,0.9473007120126016,2.0109850939907346,1.8559919318364702,0.784952644907805,-0.7135181090935314,0.29989520683300075,0.1427314204244236,1.756043104793011,fast,medium
sample_008_AimeeMullins_2009P_Segment108,0.4779451890763738,0.2761644250199958,-0.22605504851908365,"had to be the bearer of bad news. He said to me, I had to give this prognosis to your parents that you would never walk.",-0.5819985131059653,-0.5835211763448893,-1.477402254888902,0.09020623200059658,0.42311418862625344,0.8797916573890872,0.7588006196651247,0.6049092824928222,-0.41127650696068935,-0.14392948042482218,-0.2930774196138505,-0.32394561959814755,0.746483375030947,-0.20437072953549434,-0.6059704793129952,-0.16139605274607194,-0.4893654918356546,-0.4381994081662597,-0.4774791668489001,-0.8128027604199699,1.5958409401523066,-0.19920383318103124,0.4385421581227941,0.448176756194946,-0.06978895696477685,0.7821369389560737,1.3208027287620066,0.5899218469175941,-0.8104588014212271,1.3062582824194038,0.652704963390452,-0.2775924092591246,0.30180763280652956,-0.0852437808920049,0.2214781644598522,-0.38345177934907915,-0.10483523455670997,0.687023518771035,-0.7575748875867901,1.7604987274405093,1.0850754798686482,-1.3747515709180347,0.35025487508749775,1.2413909836684034,ang,1.169989029576189,1.0418311524361816,-1.0004782935320444,-0.7344891903562936,-0.208703356846811,0.5279993219520978,-0.4959635961535168,0.8064530631536228,-0.7897322187778277,0.666493203913662,fast,low
sample_009_AimeeMullins_2009P_Segment109,1.5648079330917215,0.9336987703056996,-0.5217128776448609,and you would never have the kind of mobility that other kids have or any kind of life of independence. And you've been making a liar out of me ever since.,2.254874239789983,1.9760127594642038,-0.42622024190791735,-1.481857982854879,-1.4850089608580863,-1.2367422388005251,-1.7279244606742088,-1.5215531317109845,1.3559968666411621,0.30097382702765213,0.46031829097504456,0.6194653200539364,-0.24584686759490862,-0.4810927328557687,-1.8114489447534043,-1.8552265806572485,-1.8753692107877789,-1.5699590176692997,1.4444642023046022,0.7703245340360001,1.6760268842701562,-1.573876537192625,-1.5658964167578677,0.21224598863711158,0.005799387387218767,-0.9369065196158518,-0.26427997518065405,1.2742253548769085,-0.09674547308551562,-0.004402768630152496,-0.49062831409266255,0.3600931282338984,-0.8520324328928239,-0.06536261728821843,1.4679661547750151,-0.2343310469049207,0.7845021170539191,1.8858181565930843,-1.5483387192021498,-0.27397061487361557,1.0450653122894102,0.4136427206188489,0.16178949651157828,-0.4270795232376683,ang,0.20994727537176602,0.5158147079907038,-0.4264857530235606,0.15389147308129902,-0.8469399221275778,-1.6178500339367916,0.6264373746158556,-1.4375510167640664,1.7932168315147337,-1.160137236388013,fast,high
